URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,Cluster,Predicted_Type,Anomaly
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,0,0.9999999166666736,0.04938271584616166,20.24999831250014,0.226337447628241,8.190534304051353,20.24999831250014,55,243,1.962962954884926,6,7.283950587308845,0,News,Normal
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,28,6,0.6470588044982705,0.05996472652563541,15.32432391015341,0.2663139325109102,6.236255137065728,15.32432391015341,151,567,2.008818338608786,6,7.16931215666788,1,Blog,Normal
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,11,8,0.1578947285318564,0.07063196999765067,15.82352848096891,0.2230483263083705,6.418630722910914,15.82352848096891,60,269,1.910780662041708,6,6.81412636872072,0,News,Normal
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8,1,0.7777776913580343,0.03629032243431322,13.77777701234572,0.2459677409436785,5.60949790131576,13.77777701234572,61,248,2.044354830466311,1,7.334677389779527,0,News,Normal
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,5,3,0.2499999687500039,0.04733727782640664,15.36363496694228,0.1715976321207241,6.214093039625201,15.36363496694228,29,169,1.775147918490249,1,6.562130138685621,0,News,Normal
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,10,3,0.5384614970414233,0.05701754360957217,16.28571312244906,0.2719298233687288,6.623057178327118,16.28571312244906,62,228,2.131578938019391,5,7.236842073522623,0,News,Normal
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,7,5,0.166666652777779,0.04301075253401164,15.49999913888894,0.2293906801813954,6.291755927628134,15.49999913888894,64,279,1.974910387186701,7,6.910394240464536,0,News,Normal
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,4,4,0.0,0.03571428555484694,17.23076790532555,0.2098214276347258,6.976235733184109,17.23076790532555,47,224,2.017857133848852,11,7.093749968331474,0,News,Normal
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,9,16,-0.2799999888000004,0.117924527745639,16.30769105325454,0.3066037721386615,6.64571793015728,16.30769105325454,65,212,2.183962253849235,10,7.504716945732468,1,Blog,Normal
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4,4,0.0,0.03292181056410778,14.29411680622842,0.1604938265000254,5.781844253091379,14.29411680622842,39,243,1.798353902064387,14,6.864197502616471,0,News,Normal
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,6,1,0.7142856122449125,0.02114803618988509,27.58333103472242,0.2145015099259773,11.11913301785936,27.58333103472242,71,331,1.861027184709888,0,6.96072505449932,0,News,Normal
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,6,3,0.3333332962963004,0.035999999856,14.70588148788932,0.231999999072,5.97515259478453,14.70588148788932,58,250,1.975999992096,0,7.131999971472,0,News,Normal
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,12,1,0.8461537810650938,0.07926829219958359,40.99998975000256,0.2682926812908983,16.50731297251739,40.99998975000256,44,164,2.060975597189173,1,7.134146297962523,0,News,Normal
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,5,0.2307692130177529,0.06074766326753429,11.8888882283951,0.2149532700235829,4.841536599367473,11.8888882283951,46,214,1.967289710433226,1,7.13084108817364,0,News,Normal
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13,2,0.7333332844444478,0.06276150601355018,17.0714273520409,0.1882845180406506,6.903884748032621,17.0714273520409,45,239,1.933054385217346,0,7.087866079130268,0,News,Normal
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,5,0,0.99999980000004,0.02551020395147855,24.49999693750038,0.1836734684506456,9.873468162380412,24.49999693750038,36,196,1.86734692924823,0,6.775510169512703,0,News,Normal
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,9,0,0.9999998888889013,0.05084745733984487,88.49995575002212,0.1751412419483546,35.4700387967882,88.49995575002212,31,177,1.807909594305596,4,6.587570584251014,2,Report,Anomalous
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5,3,0.2499999687500039,0.03404255304662743,13.82352859861596,0.1914893608872793,5.606007183801298,13.82352859861596,45,235,1.880851055826166,0,7.119148905875962,0,News,Normal
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6,1,0.7142856122449125,0.02499999991071429,10.37036998628259,0.2107142849617347,4.232433708497732,10.37036998628259,59,280,1.889285707538265,5,7.260714259783163,0,News,Normal
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,5,0,0.99999980000004,0.01689189183482469,9.548386788761716,0.162162161614317,3.884219580150413,9.548386788761716,48,296,1.783783777757487,3,6.645270247820033,0,News,Normal
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,12,1,0.8461537810650938,0.06046511599783667,71.66664277778574,0.1348837203028664,28.72061059923544,71.66664277778574,29,215,1.744186038399135,4,6.34883717977285,2,Report,Normal
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,8,5,0.2307692130177529,0.05439330521174349,79.66664011111996,0.1924686184415539,31.94364349182461,79.66664011111996,46,239,1.849372377199279,4,6.757322147458903,2,Report,Normal
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,23,2,0.8399999664000013,0.04244482165968621,13.69767410005409,0.24617996562618,5.577541626272109,13.69767410005409,145,589,1.940577246280853,3,7.044142602641523,0,News,Normal
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,25,1,0.9230768875739658,0.04241435555886728,13.62222191950618,0.2479608478826087,5.548073106955517,13.62222191950618,152,613,1.936378463399056,2,7.004893952683696,0,News,Normal
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,5,4,0.1111110987654335,0.04205607456983143,15.28571319387763,0.26168224176784,6.218958174258188,15.28571319387763,56,214,1.957943916084374,1,6.943925201196611,0,News,Normal
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,9,3,0.4999999583333368,0.04838709657908429,13.05263089196679,0.173387096075052,5.290407195216739,13.05263089196679,43,248,1.798387089522633,3,6.633064489382805,0,News,Normal
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,10,4,0.4285713979591859,0.07446808471027615,17.09090753719023,0.1914893606835672,6.912958759149517,17.09090753719023,36,188,1.898936160112042,2,6.96276592041082,0,News,Normal
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,8,5,0.2307692130177529,0.05078124980163574,15.99999900000006,0.1914062492523193,6.476562099700953,15.99999900000006,49,256,1.859374992736816,1,6.726562473724365,0,News,Normal
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,6,1,0.7142856122449125,0.03932584247569752,14.83333209722233,0.3033707848125237,6.054681152813941,14.83333209722233,54,178,2.219101111128646,4,7.674157260257544,0,News,Normal
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,11,1,0.8333332638888947,0.03797468342413075,19.74999876562508,0.3449367077691876,8.037974189357705,19.74999876562508,109,316,2.26265822068779,5,7.756329089378705,1,Blog,Normal
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4,1,0.599999880000024,0.02617801033414654,11.23529345674744,0.1937172764726844,4.571604293288051,11.23529345674744,37,191,1.931937162660015,8,7.026177973684932,0,News,Normal
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,7,3,0.399999960000004,0.04385964893044014,11.99999936842108,0.1842105255078486,4.873683957571574,11.99999936842108,42,228,1.815789465720222,8,6.837719268255618,0,News,Normal
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,4,3,0.1428571224489825,0.0331753552930078,17.58333186805568,0.1706161129354687,7.101579192396461,17.58333186805568,36,211,1.919431270524022,6,7.07109001388109,0,News,Normal
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,6,6,0.0,0.04013377912998736,14.94999925250004,0.2274247484032617,6.07096960036132,14.94999925250004,68,299,1.979933103746043,10,7.020066866153623,0,News,Normal
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,7,0,0.9999998571428775,0.03932584247569752,22.24999721875035,0.1910112348819594,8.976403381452924,22.24999721875035,34,178,1.893258416330009,2,6.83707861327484,0,News,Normal
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,42,5,0.7872340258035314,0.08818011240491536,10.65999978680001,0.2063789864795891,4.346551509311838,10.65999978680001,110,533,1.859287050920662,4,6.833020625078761,0,News,Normal
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,13,0,0.9999999230769291,0.03672316373807016,11.06249965429689,0.1525423724504453,4.486016810698933,11.06249965429689,54,354,1.68079095570398,21,6.279660999209997,0,News,Normal
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,4,0,0.9999997500000625,0.01716738190056918,14.56249908984381,0.1974248918565455,5.903969592680141,14.56249908984381,46,233,1.88841200906261,0,6.88412014212824,0,News,Normal
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,9,0,0.9999998888889013,0.04368932017626544,29.4285672244904,0.1990291252474314,11.85103853989513,29.4285672244904,41,206,1.922330087755679,0,6.810679578588934,0,News,Normal
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,10,4,0.4285713979591859,0.06796116471863513,9.80952334240365,0.1796116496135357,3.995653996806875,9.80952334240365,37,206,1.830097078494674,8,6.766990258412669,0,News,Normal
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,13,4,0.5294117335640156,0.04857142843265306,21.87499863281258,0.1828571423346939,8.82314231005891,21.87499863281258,64,350,1.771428566367347,5,6.457142838693878,0,News,Normal
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,9,0,0.9999998888889013,0.02647058815743945,19.99999882352948,0.1705882347923875,8.068234823328748,19.99999882352948,58,340,1.758823524238754,8,6.561764686583045,0,News,Normal
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,10,1,0.8181817438016598,0.04721030022656524,17.9230755443788,0.1416309006796957,7.225882578023401,17.9230755443788,33,233,1.716738190056918,8,6.630901259094845,0,News,Normal
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,22,3,0.7599999696000012,0.07440476168331916,23.99999828571441,0.1845238089746315,9.673808837875617,23.99999828571441,62,336,1.788690470866993,10,6.58333331374008,0,News,Normal
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,5,3,0.2499999687500039,0.04907975430012421,23.28571095918415,0.1656441707629192,9.380542051978827,23.28571095918415,27,163,1.846625755542173,6,6.779141062704656,0,News,Normal
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,14,3,0.6470587854671302,0.06614785966479432,21.41666488194459,0.322957197186937,8.695848831652613,21.41666488194459,83,257,2.155642014958592,0,7.536964951218035,1,Blog,Normal
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,6,8,-0.142857132653062,0.02997858665957476,17.29629565569275,0.1092077085455938,6.962201345695338,17.29629565569275,51,467,1.612419696761414,8,6.070663798563889,0,News,Normal
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,31,17,0.2916666605902779,0.05734767018238032,16.73999966520001,0.1792114693199385,6.767684453807978,16.73999966520001,150,837,1.707287931054614,12,6.414575858524999,0,News,Normal
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,17,3,0.6999999650000017,0.03913894317193944,21.29166577951392,0.1761252442737275,8.58711640951506,21.29166577951392,90,511,1.753424654102887,5,6.545988245506872,0,News,Normal
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,4,0,0.9999997500000625,0.0597014916462464,66.999933000067,0.2089552207618624,26.88355528833155,66.999933000067,14,67,2.029850715972378,1,6.925373030964582,2,Report,Anomalous
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,7,4,0.2727272479338866,0.07801418384387104,20.14285426530653,0.2127659559378301,8.142248088497745,20.14285426530653,30,141,1.921985801971732,0,7.099290729792265,0,News,Normal
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,10,0,0.99999990000001,0.0826446274161601,20.16666330555611,0.2644628077317123,8.17245044531513,20.16666330555611,32,121,2.024793371695923,0,7.115702420531385,0,News,Normal
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,11,5,0.3749999765625014,0.1142857134693878,34.99999125000219,0.2214285698469388,14.08856792793965,34.99999125000219,31,140,1.928571414795919,1,6.871428522346939,0,News,Anomalous
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,9,3,0.4999999583333368,0.1052631569713758,16.28571195918401,0.2368421031855956,6.60902162494784,16.28571195918401,27,114,2.078947350184672,0,7.149122744305941,0,News,Normal
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,9,1,0.7999999200000081,0.0826446274161601,20.16666330555611,0.2148760312820163,8.152615734735253,20.16666330555611,26,121,1.975206595246227,0,7.264462749880473,0,News,Normal
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,19,7,0.4615384437869829,0.0712328765171702,13.03571382015308,0.2191780815912929,5.301956760697749,13.03571382015308,80,365,1.890410953724901,24,6.93424655634453,0,News,Normal
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,5,0,0.99999980000004,0.03759398467974448,18.99999728571467,0.2105263142065691,7.684209439968497,18.99999728571467,28,133,2.030075172706202,4,7.270676637062582,0,News,Normal
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,8,9,-0.05882352595155729,0.051515151359045,14.99999931818185,0.2515151507529844,6.100605787573933,14.99999931818185,83,330,2.003030296960514,3,7.030303008999081,0,News,Normal
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,12,3,0.5999999600000027,0.08474576223307478,17.69999823000018,0.2372881342526094,7.174914545701116,17.69999823000018,42,177,2.056497163522615,1,7.242937812186792,0,News,Normal
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,17,3,0.6999999650000017,0.07751937954449853,11.21739081663518,0.2868217043146445,4.60168500837993,11.21739081663518,74,258,2.135658906450935,12,7.604651133315306,1,Blog,Normal
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,13,4,0.5294117335640156,0.06093189942318316,14.68420975346264,0.1971326157808867,5.952536947697413,14.68420975346264,55,279,1.953405010919695,10,6.99641574553256,0,News,Normal
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,10,0,0.99999990000001,0.04329004310264051,15.3999989733334,0.1948051939618823,6.237921666918115,15.3999989733334,45,231,1.878787870654598,1,7.147186116245948,0,News,Normal
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,8,1,0.7777776913580343,0.03879310328106421,15.46666563555562,0.224137930068371,6.276321426249599,15.46666563555562,52,232,1.887931026345125,8,7.02586203868163,0,News,Normal
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,7,1,0.7499999062500118,0.04123711318949942,17.636362033058,0.1907216485014348,7.130833472623774,17.636362033058,37,194,1.865979371824849,0,6.742268006483155,0,News,Normal
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,7,4,0.2727272479338866,0.05555555527497194,19.7999980200002,0.1767676758749107,7.990706278350044,19.7999980200002,35,198,1.787878778849097,0,6.686868653096623,0,News,Normal
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,9,1,0.7999999200000081,0.05681818149535124,17.59999824000018,0.1931818170841942,7.117272022833749,17.59999824000018,34,176,1.835227262299845,0,6.931818142432852,0,News,Normal
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,10,0,0.99999990000001,0.05747126403752147,21.74999728125034,0.2011494241313251,8.780458682152668,21.74999728125034,35,174,1.844827575604439,0,6.913793063713833,0,News,Normal
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,8,1,0.7777776913580343,0.04999999972222222,11.99999920000005,0.1999999988888889,4.879999679555578,11.99999920000005,36,180,1.83888887867284,0,6.961111072438272,0,News,Normal
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,13,3,0.6249999609375024,0.08121827369939963,19.6999980300002,0.1522842631863743,7.94091291727463,19.6999980300002,30,197,1.776649737174367,0,6.527918748589245,0,News,Normal
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,13,3,0.6249999609375024,0.08163265264473137,16.33333197222234,0.1632653052894627,6.59863891100472,16.33333197222234,32,196,1.806122439764681,0,6.714285680029155,0,News,Normal
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,20,1,0.9047618616780065,0.083999999664,12.49999937500003,0.231999999072,5.092799749628813,12.49999937500003,58,250,1.97999999208,2,6.935999972256,0,News,Normal
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,16,9,0.2799999888000004,0.04456327977796207,11.21999977560001,0.2228163988898103,4.577126469795926,11.21999977560001,125,561,1.909090905687895,6,6.862745085806159,0,News,Normal
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,13,7,0.2999999850000007,0.05181347136835888,14.84615327514795,0.3445595845995866,6.076285143899015,14.84615327514795,133,386,2.196891186018417,5,7.505181327706784,1,Blog,Normal
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,15,9,0.2499999895833337,0.04293381029886617,15.97142811510206,0.2558139530307443,6.49089682725312,15.97142811510206,143,559,2.010733448996899,3,7.044722706538957,0,News,Normal
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,22,17,0.1282051249178173,0.04808877922553788,12.28787860169881,0.2379778048853541,5.010342562633666,12.28787860169881,193,811,1.919852032158012,7,6.789149190149015,1,Blog,Normal
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,10,10,0.0,0.0854700851048287,13.76470507266441,0.196581195741106,5.584514507362205,13.76470507266441,46,234,1.918803410603404,14,6.726495697750019,0,News,Normal
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,5,0,0.99999980000004,0.03759398467974448,132.999867000133,0.2030075172706202,53.28114980696145,132.999867000133,27,133,1.827067655435582,0,6.721804460738312,2,Report,Anomalous
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,5,0,0.99999980000004,0.04273504236978597,14.62499817187523,0.264957262692673,5.955982173827162,14.62499817187523,31,117,1.974358957484112,1,6.999999940170941,0,News,Normal
